id,role,version,category,file_path,expected,actual,exact_match,norm_exact_match,char_distance,expected_chars,cer,audio_ms,first_partial_ms,final_latency_ms
principal_017,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_017.wav,看一下语文组和数学组教师本月考勤异常统计。,看一下语文组和数学组教师本月考勤异常统,False,False,1,20,0.05,4323.6,27.5,1989.6
principal_018,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_018.wav,查教师考勤异常。,插教师考勤异,False,False,2,7,0.2857,1784.9,23.4,1705.0
principal_019,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_019.wav,打开学校教学质量分析报表。,打开学校教学质量分析报,False,False,1,12,0.0833,2884.8,26.3,130.0
principal_020,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_020.wav,查看各年级最近一次考试平均分。,查看个年级最近一次考试平均分,False,False,1,14,0.0714,3224.6,31.8,2160.4
principal_021,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_021.wav,帮我打开教学质量分析。,帮我打开教学质量分,False,False,1,10,0.1,2288.6,25.4,219.3
principal_022,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_022.wav,我想看一下最近一次考试的年级平均分。,我想看一下最近一次考试的年级平均,False,False,1,17,0.0588,3638.5,25.0,340.5
principal_023,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_023.wav,把七年级和八年级最近一次考试平均分对比一下。,八七年级和八年级最近一次考试平均分对比一,False,False,2,21,0.0952,4529.3,26.2,594.2
principal_024,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_024.wav,看成绩分析。,看成绩分,False,False,1,5,0.2,1246.9,23.2,49.8
principal_025,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_025.wav,查看学校本月安全巡检情况。,查看学校本月安全巡检情,False,False,1,12,0.0833,3015.6,26.3,124.4
principal_026,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_026.wav,查看本周学生违纪情况汇总。,查看本周学生违纪情况会,False,False,2,12,0.1667,2841.4,26.0,117.6
principal_027,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_027.wav,帮我看一下这个月学校安全巡检情况。,帮我看一下这个月学校安全巡减情,False,False,2,16,0.125,3588.9,22.7,140.1
principal_028,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_028.wav,我想查一下这周学生违纪汇总。,我想查一下这周学生违纪会,False,False,2,13,0.1538,2907.1,24.4,1833.1
principal_029,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_029.wav,教学楼A栋这周的安全巡检情况怎么样。,教学楼儿动这周的安全巡减情况怎么,False,False,4,17,0.2353,3906.9,26.7,174.0
principal_030,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_030.wav,看安全巡检。,看安全巡,False,False,1,5,0.2,1351.4,25.5,53.1
principal_031,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_031.wav,查询今天校园设备运行状态。,查询今天校园设备运行状态,False,True,0,12,0.0,2980.8,25.6,124.4
principal_032,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_032.wav,查看学校食堂今日用餐统计。,查看学校食堂今日用餐统计,False,True,0,12,0.0,2887.9,25.7,1981.5
principal_033,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_033.wav,帮我查一下今天校园设备运行情况。,帮我查一下今天校园设备运行情况,False,True,0,15,0.0,3554.1,22.2,148.9
principal_034,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_034.wav,我想看一下今天食堂用餐统计。,我想看一下今天食堂用餐筒,False,False,2,13,0.1538,2953.5,23.0,117.2
principal_035,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_035.wav,看一下图书馆和实验楼的设备运行状态。,看一下图书馆和实验楼的设备运行状态,False,True,0,17,0.0,3615.3,24.2,471.5
principal_036,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_036.wav,查设备状态。,插设备状,False,False,2,5,0.4,1192.9,26.9,53.3
principal_037,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_037.wav,打开德育管理统计大屏。,打开德语管理统计大,False,False,2,10,0.2,2188.2,22.3,86.2
principal_038,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_038.wav,查看各班级综合评价排名。,查看各班级综合评价排,False,False,1,11,0.0909,2644.1,24.6,102.4
principal_039,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_039.wav,帮我打开德育管理统计大屏。,帮我打开德语管理统计大的,False,False,2,12,0.1667,2590.4,24.7,102.3
principal_040,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_040.wav,我想看一下各班综合评价排名。,我想看一下各班综合评价排,False,False,1,13,0.0769,2953.5,21.9,115.1
principal_041,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_041.wav,查一下七年级一班和七年级二班的综合评价排名。,查一下七年级一般和七年级二班的综合评价排,False,False,2,21,0.0952,4594.6,25.1,203.2
principal_042,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_042.wav,看德育统计。,看德与统,False,False,2,5,0.4,1072.8,23.6,47.8
principal_043,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_043.wav,打开学校招生数据分析页面。,打开学校招商数据分析页面,False,False,1,12,0.0833,2780.3,21.8,116.1
principal_044,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_044.wav,查询本学期学生流失预警名单。,查询本学期学生流失预警名,False,False,1,13,0.0769,3143.3,23.2,118.9
principal_045,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_045.wav,帮我打开招生数据分析。,帮我打开招商数据分析,False,False,1,10,0.1,2230.6,22.2,90.4
principal_046,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_046.wav,我想查一下这学期学生流失预警。,我想查一下这学期学生流失狱,False,False,2,14,0.1429,3243.8,24.5,142.7
principal_047,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_047.wav,看一下一年级新生招生数据分析页面。,看一下一年级新生招生数据分析页面,False,True,0,16,0.0,3487.6,24.2,145.6
principal_048,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_048.wav,看招生分析。,看招生分,False,False,1,5,0.2,1235.3,20.6,46.2
principal_049,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_049.wav,查看本月家校沟通情况统计。,查看本月家校高通情况统,False,False,2,12,0.1667,2841.4,22.9,105.3
principal_050,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_050.wav,查看各学科教学任务完成情况。,查看个学科教学任务完成情,False,False,2,13,0.1538,3120.1,20.4,111.2
principal_051,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_051.wav,帮我看一下这个月家校沟通统计。,帮我看一下这个越家校高通统计,False,False,2,14,0.1429,2903.9,22.1,115.3
principal_052,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_052.wav,我想查查各学科教学任务完成情况。,我想查查个学科教学任务完成情,False,False,2,15,0.1333,3592.1,21.9,132.9
principal_053,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_053.wav,看一下英语学科本月教学任务完成情况。,看一下英语学科本月教学任务完成情况,False,True,0,17,0.0,3754.7,23.2,363.2
principal_054,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_054.wav,看家校沟通统计。,参加小高通统,False,False,5,7,0.7143,1630.1,24.2,65.5
principal_055,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_055.wav,生成本周学校运行情况简报。,凶城本周学校运行情况,False,False,4,12,0.3333,2962.7,20.2,104.5
principal_056,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_056.wav,对比本学期各年级成绩变化趋势。,对比本学期各年级成绩变化趋,False,False,1,14,0.0714,3210.0,20.7,117.1
principal_057,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_057.wav,帮我生成这周学校运行简报。,帮我生成这周学校运行,False,False,2,12,0.1667,2787.8,20.4,101.2
principal_058,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_058.wav,我想看一下这学期各年级成绩趋势。,我想看一下这学期各年级成绩区,False,False,2,15,0.1333,3336.7,21.4,124.4
principal_059,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_059.wav,生成一份包含七年级和八年级数据的学校周简报。,兄城一份包含七年级和巴黎级数据的学校周剪,False,False,6,21,0.2857,4530.1,23.0,164.5
principal_060,principal,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/principal/principal_060.wav,生成学校简报。,生成学校减,False,False,2,6,0.3333,1546.2,21.0,59.4
director_001,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_001.wav,打开年级管理工作台。,打开年急管理工作台,False,False,1,9,0.1111,2060.5,26.7,87.8
director_002,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_002.wav,返回主任工作台首页。,返回主任工作台,False,False,2,9,0.2222,2082.6,20.8,307.2
director_003,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_003.wav,帮我打开年级管理工作台。,帮我打开年吉管理工作台,False,False,1,11,0.0909,2462.8,21.4,86.8
director_004,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_004.wav,我想回到主任工作台首页。,我想回到主任工作台首,False,False,1,11,0.0909,2419.5,21.4,88.0
director_005,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_005.wav,切到七年级管理工作台首页。,切到七年级管理工作台首,False,False,1,12,0.0833,2687.8,20.6,113.8
director_006,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_006.wav,打开主任工作台。,大开主任工作,False,False,2,7,0.2857,1630.9,20.8,62.3
director_007,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_007.wav,查看今天本年级学生出勤情况。,查看今天本年级学生出情情,False,False,2,13,0.1538,3201.4,21.3,114.8
director_008,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_008.wav,查询本周各班级迟到人数。,查询本周各班级迟到,False,False,2,11,0.1818,2504.8,22.8,90.7
director_009,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_009.wav,帮我看一下今天本年级的出勤情况。,帮我看一下今天本年级的出行情,False,False,2,15,0.1333,3263.8,21.2,115.5
director_010,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_010.wav,我想查一下这周各班迟到人数。,我想查一下这周各班迟到人,False,False,1,13,0.0769,2860.6,27.9,116.3
director_011,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_011.wav,查一下七年级一班今天的出勤情况。,查一下七年级一般今天的出勤情况,False,False,1,15,0.0667,3340.7,21.8,130.1
director_012,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_012.wav,看年级出勤。,看年级出,False,False,1,5,0.2,1212.1,21.2,49.7
director_013,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_013.wav,查看今天请假的学生名单。,查看今天请假的学生名,False,False,1,11,0.0909,2678.9,22.0,105.5
director_014,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_014.wav,打开本年级学生预警名单。,大开本年级学生预警名单,False,False,1,11,0.0909,2490.1,21.8,89.8
director_015,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_015.wav,帮我看一下今天请假的学生都有谁。,帮我看一下今天请假的学生都有,False,False,1,15,0.0667,3356.7,23.8,136.4
director_016,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_016.wav,我想查查本年级需要预警的学生。,我想查查本年纪需要预警的学,False,False,2,14,0.1429,3162.5,21.6,110.8
director_017,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_017.wav,看一下七年级三班今天请假的学生名单。,看一下七年级三班今天请假的学生名,False,False,1,17,0.0588,3847.6,21.1,146.3
director_018,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_018.wav,看请假名单。,看请假名,False,False,1,5,0.2,1304.9,24.9,55.4
director_019,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_019.wav,打开本年级考试成绩分析。,大开本年级考试成绩分,False,False,2,11,0.1818,2548.1,21.8,92.7
director_020,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_020.wav,对比各班级语文平均分。,对比各班级语文平均,False,False,1,10,0.1,2223.1,20.4,83.1
director_021,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_021.wav,帮我打开本年级成绩分析。,帮我打开本年集成绩分析,False,False,1,11,0.0909,2497.6,20.9,86.4
director_022,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_022.wav,我想看一下各班语文平均分对比。,我想看一下各班语文平均分队,False,False,2,14,0.1429,2988.4,21.2,119.3
director_023,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_023.wav,把七年级一班和七年级二班的语文平均分对比一下。,把七年级一般和七年级二班的语文平均分对比,False,False,3,22,0.1364,4564.1,28.7,173.1
director_024,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_024.wav,看成绩对比。,看成绩,False,False,2,5,0.4,1142.4,20.4,43.5
director_025,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_025.wav,查看各班级纪律扣分统计。,查看各班级纪律扣分,False,False,2,11,0.1818,2481.6,22.7,90.7
director_026,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_026.wav,打开学生违纪处理记录。,打开学生违纪处理记,False,False,1,10,0.1,2141.8,22.2,86.3
director_027,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_027.wav,帮我看一下各班纪律扣分情况。,帮我看一下各班纪律扣分情,False,False,1,13,0.0769,2822.6,20.8,114.3
director_028,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_028.wav,我想查一下学生违纪处理记录。,我想查一下学生违纪处理记,False,False,1,13,0.0769,2802.6,20.9,104.3
director_029,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_029.wav,查一下七年级二班本周纪律扣分统计。,查一下七年级二班本周纪律扣分统计,False,True,0,16,0.0,3491.6,21.1,143.5
director_030,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_030.wav,看违纪记录。,看维际,False,False,4,5,0.8,1072.8,24.5,302.1
director_031,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_031.wav,查询本周卫生检查排名。,查询本周卫生检查排,False,False,1,10,0.1,2481.6,25.9,94.7
director_032,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_032.wav,查看今天值班教师安排。,查看今天值班教师安排,False,True,0,10,0.0,2423.5,23.2,91.6
director_033,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_033.wav,帮我查一下这周卫生检查排名。,帮我查一下这周卫生检查排,False,False,1,13,0.0769,3008.4,22.7,122.5
director_034,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_034.wav,我想看一下今天值班教师安排。,我想看一下今天值班教师安排,False,True,0,13,0.0,2941.9,22.4,116.0
director_035,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_035.wav,看一下周五下午的值班教师安排。,看一下周五下午的值班教师安排,False,True,0,14,0.0,2883.9,22.1,108.6
director_036,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_036.wav,看值班安排。,看值班安,False,False,1,5,0.2,1200.4,22.7,48.5
director_037,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_037.wav,打开课程调课审批列表。,打开课程调客审批列,False,False,2,10,0.2,2397.2,21.3,95.4
director_038,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_038.wav,查询本周教师代课情况。,查询本周教师代课情,False,False,1,10,0.1,2458.3,22.3,90.0
director_039,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_039.wav,帮我打开调课审批列表。,帮我打开调客审批列,False,False,2,10,0.2,2311.8,25.4,93.2
director_040,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_040.wav,我想查一下这周教师代课情况。,我想查一下这周教师代课情,False,False,1,13,0.0769,3034.8,23.8,117.2
director_041,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_041.wav,看一下数学组本周的代课安排。,看一下数学在本周的代课安排,False,False,1,13,0.0769,2779.4,25.5,113.9
director_042,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_042.wav,看调课审批。,看掉客审,False,False,3,5,0.6,1293.4,23.2,50.6
director_043,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_043.wav,查看未完成备课检查的教师名单。,查看未完成备客检查的教师名,False,False,2,14,0.1429,3282.6,21.7,113.0
director_044,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_044.wav,查询本周班主任工作完成情况。,查询本周班主任工作完成状,False,False,2,13,0.1538,3062.1,22.6,115.3
director_045,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_045.wav,帮我看一下哪些教师还没完成备课检查。,帮我看一下哪些教师还没完成备客检,False,False,2,17,0.1176,3751.4,21.5,136.3
director_046,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_046.wav,我想查查本周班主任工作完成情况。,我想查查本周班主任工作完成情,False,False,1,15,0.0667,3499.2,23.4,134.1
director_047,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_047.wav,看一下七年级班主任本周工作完成情况。,看一下七年级班主任本周工作完成情,False,False,1,17,0.0588,3777.9,22.1,152.0
director_048,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_048.wav,看备课检查。,看贝克检,False,False,3,5,0.6,1235.3,25.5,51.8
director_049,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_049.wav,查询需要重点关注的学生。,查询需要重点关注的学,False,False,1,11,0.0909,2481.6,21.6,90.2
director_050,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_050.wav,查看本月家长反馈处理情况。,查看本月家长反馈处理状,False,False,2,12,0.1667,2876.3,23.2,108.4
director_051,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_051.wav,帮我查一下需要重点关注的学生。,帮我查一下需要重点关注的学生,False,True,0,14,0.0,2996.8,22.1,115.0
director_052,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_052.wav,我想看一下这个月家长反馈处理情况。,我想看一下这个月家长反馈处理情,False,False,1,16,0.0625,3510.8,26.7,138.9
director_053,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_053.wav,查一下张明和李浩这两个学生的预警情况。,插一下张民合李号这两个学生的预警情,False,False,5,18,0.2778,3944.4,27.8,164.5
director_054,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_054.wav,看重点学生。,看重点学,False,False,1,5,0.2,1293.4,21.3,49.3
director_055,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_055.wav,生成本年级周工作简报。,凶城本年集周工作简,False,False,4,10,0.4,2370.6,21.4,90.9
director_056,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_056.wav,查看本年级数学成绩排名。,查看本年级数学成绩排,False,False,1,11,0.0909,2644.1,22.1,92.3
director_057,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_057.wav,帮我生成本年级周简报。,帮我生成本年级州简,False,False,2,10,0.2,2253.8,21.1,94.3
director_058,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_058.wav,我想看一下本年级数学成绩排名。,我想看一下本年级数学成绩排,False,False,1,14,0.0714,3150.9,24.5,114.6
director_059,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_059.wav,生成一份包含七年级一班数据的周工作简报。,兄城一份包含七年级一般数据的招工作减,False,False,6,19,0.3158,4065.6,21.3,343.4
director_060,director,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/director/director_060.wav,生成年级简报。,生成年级简,False,False,1,6,0.1667,1465.0,20.5,59.1
teacher_001,teacher,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/teacher/teacher_001.wav,打开我的教学工作台。,打开我的教学工作台,False,True,0,9,0.0,2014.1,23.0,68.0
teacher_002,teacher,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/teacher/teacher_002.wav,返回教师工作台首页。,返回教师工作台,False,False,2,9,0.2222,2152.2,23.4,92.0
teacher_003,teacher,standard,tts-baseline,C:/Users/lixiaofeng/Repos/flowrium-voice/audio/standard/teacher/teacher_003.wav,帮我打开教学工作台。,帮我打开教学工作台,False,True,0,9,0.0,2102.8,20.9,1633.9
